uid,Titre en anglais,Titre en Japonais,Editeurs,Numéro de série,Date,Main Category,Sub Category
6b0ee8f6-c695-41ed-b1c2-d8ebc70b3aa0,Momotarou Dentetsu Happy,桃太郎電鉄 ハッピー,ハドソン / Hudson,SHVC-AH8J-JPN,1996-12-06,Table Game,
07a7fd19-5d04-452f-a2b1-1b0f7d5a0cda,Monopoly,モノポリー,トミー / ハスブロー / Tomy / Hasbro,SHVC-ML / SNS-ML,1993-03-05 / 1992-09-01,Table Game,
7fbd78be-fdaa-4e64-8324-41115c85e658,Monopoly Game 2,ザ・モノポリーゲーム2,"トミー / エイプ, トムキャットシステム / トンカ / Tomy / APE, Tomcat System / Tonka",SHVC-AMLJ-JPN,1995-03-31,Table Game,
cfcc94d8-f746-4f4f-a6c3-22879bf917fa,Monstania,モンスタニア,"パック・イン・ビデオ / アムカス, ビッツラボラトリー / Pack-in-Video / Amccus, Bits Laboratory",SHVC-AMKJ-JPN,1996-09-27,RPG,Action
54e4a2ff-847f-4165-a900-1761eeca3fbb,Monster Maker 3 - Hikari no Majyutsushi,モンスターメーカー3 光の魔術士,ソフエル / Sofel,SHVC-3M,1993-12-24,RPG,
7d865d18-6da7-4be6-8534-7a909f1cbd9c,Monster Maker Kids - Ousama ni Naritai,モンスターメーカーキッズ 王様になりたい,ソフエル / Sofel,SHVC-AK2J-JPN,1994-11-18,Table Game,
67f3a1bb-0f31-4f36-9516-0789cedfadbf,Mortal Kombat - Shinken Kourin Densetsu,モータルコンバット 神拳降臨伝説,アクレイムジャパン / Acclaim Japan / Sculptured Software / Midway,SHVC-KX / SNS-KX,1993-12-24 / 1993-09-13,Fighting,Versus
1909a75a-4d86-4690-97a2-cb8ab21e2b0d,Mortal Kombat 2 - Kyuukyoku Shinken,モータルコンバットII 究極神拳,アクレイムジャパン / Acclaim Japan / Sculptured Software / Midway,SHVC-28 / SNS-28,1994-11-11 / 1994-01-01,Fighting,Versus
d00ce878-f4cc-4a2c-8fcd-abe44b4c56ce,Mother 2 - Gyiyg no Gyakushuu,マザー2 ギーグの逆襲,"任天堂 / エイプ, ハル研究所 / Nintendo / APE Studios, HAL Laboratory",SHVC-MB / SNS-MB-USA,1994-08-27 / 1995-06-01,RPG,
7705f7b0-9ebc-4110-8532-de60737622ec,Motoko Chan no Wonder Kitchen,もと子ちゃんのワンダーキッチン,味の素株式会社 / Ajinomoto Co. / Rocket Games,SHVC-WK,1993-09-01,Simulation,Cooking
e8679ab1-e64f-4263-aeeb-94fb6844beb1,Motteke Oh! Dorobou,もってけoh ! ドロボー,データイースト / Data East,SHVC-AOEJ-JPN,1995-12-15,Table Game,
419b7c49-b0a5-4825-9329-a4dc963864c1,Mouryou Senki Madara 2,魍魎戦記MADARA2,コナミ / Konami,SHVC-M2,1993-07-16,RPG,
fa1182ee-5fa4-4006-a0cb-10ae79f68862,Mr. Do!,ミスタードゥ,イマジニア / Imagineer / Universal,SHVC-AUNJ-JPN / SNS-AUNE-USA,1995-06-23 / 1995-01-01,Puzzle,Action
11e5a50b-05c3-4b1f-8f7d-6b82947a1ea3,Mr. Nutz,ミスターナッツ,ソフエル / Sofel / Ocean,SHVC-ANUJ-JPN / SNS-N8,1994-10-07 / 1994-01-01,Platformer,
6b6eeb89-904d-41e0-ae37-95db2c8ec2ad,Mujintou Monogatari,無人島物語,"日本ソフトシステム, ケイエスエス / メディアミューズ, オープンセサミ / Nihon Soft System, KSS / Media Muse, Open Sesame",SHVC-AK6J-JPN,1996-01-26,Simulation,Survival
97093f44-458b-4b15-be57-7b2d261f0ecd,Multi-Play Volleyball,マルチプレイバレーボール,パック・イン・ビデオ / Pack-in-Video,SHVC-A3VJ-JPN,1994-10-28,Sports,Volleyball
b03f4f98-b866-4099-bfc5-5650c08b325b,Muscle Bomber - The Body Explosion,マッスルボマー ザ・ボディー・エクスプロージョン,カプコン / Capcom,SHVC-ZW,1994-03-30,Sports,Wrestling
f513846e-3271-45b7-8fcf-ff4f71777f93,Mystery Circle,ミステリーサークル,ケイ・アミューズメントリース / K. Amusement Leasing Co.,SHVC-MC,1992-12-04,Puzzle,
8c2f818b-4bd0-450c-bcd0-fd62f30300fa,Mystic Ark,ミスティック・アーク,"エニックス / プロデュース, ミント / Enix / Produce!, Mint",SHVC-AEAJ-JPN,1995-07-14,RPG,
5c6f86cf-3e2f-4135-83e8-733662a6da58,Nage Libre - Seijaku no Suishin,ナージュリーブル 〜静寂の水深〜,バリエ / Varie,SHVC-ANSJ-JPN,1995-02-24,RPG,
eeb0a33c-4b51-4109-b360-98815e91742c,Nakajima Satoru Kanshuu F-1 Hero '94,中嶋 悟 監修 F-1ヒーロー94,バリエ / Varie,SHVC-I5,1994-09-22,Racing,Formule 1
738ed3e1-ba3f-4d5c-ad74-c25328201b5c,Nakajima Satoru Super F-1 Hero,スーパーF-1ヒーロー 中嶋悟監修,バリエ / Varie,SHVC-S4,1992-12-18,Racing,Formule 1
7efd3bd7-a02a-4195-9368-7f77ecb29d9c,Nakano Kouichi Kanshuu - Keirin Ou,中野 浩一監修 競輪王,ココナッツ・ジャパン / Coconuts Japan,SHVC-OU,1994-11-18,Racing,Moto
fd695c89-8965-4eaf-95f2-10796bb5ebe9,Namco Open,ナムコットオープン,ナムコ / ナムコット / Namco / Namcot,SHVC-NO,1993-01-29,Sports,Golf
2c25e9c4-ed62-4434-9e18-d5a8fdc2efb1,Nangoku Shounen Papuwa-kun,南国少年パプワくん,エニックス / ダフト / Enix / DAFT,SHVC-N7,1994-03-25,Platformer,
7ea6eb42-5896-4496-ba8e-b2b429fc4486,Naruhodo! The World,なるほど！ザ・ワールド,トミー / Tomy,SHVC-QV,1994-11-25,Quiz,
019af043-6fa8-4d76-83f9-ad68d5f5e155,Natsuki Crisis Battle,なつきクライシスバトル,"エンジェル, 集英社 / Angel, Shueisha",SHVC-ACBJ-JPN,1995-04-21,Fighting,Versus
d4d953dc-909c-48d2-966b-f5a6764e8279,Naxat Super Pinball - Jaki Hakai,ナグザット スーパーピンボール 邪鬼破壊,ナグザット / Naxat Soft,SHVC-JH,1992-12-18,Pinball,
07bac163-bd28-4a1e-ac2d-fb5a9fe7c855,NBA All-Star Challenge,NBAオールスターチャレンジ,"アクレイムジャパン / Acclaim Japan / Ljn, Beam Software",SHVC-NB / SNS-NB,1993-05-21 / 1993-01-01,Sports,Basketball
6ae50c04-69f3-4bd9-a3c2-06a479eaaa12,NBA Jam,NBAジャム,アクレイムジャパン / Acclaim Japan / Iguana Entertainment / Midway,SHVC-8N / SNS-8N,1994-04-29 / 1994-03-01,Sports,Basketball
488dac2f-aa63-4d45-a91b-6711678f5615,NBA Jam Tournament Edition,NBA ジャム トーナメントエディション,アクレイムジャパン / Acclaim Japan / Iguana Entertainment / Midway,SHVC-AJTJ-JPN / SNS-AJTE-USA,1995-02-24 / 1995-02-23,Sports,Basketball
21c61eb2-89e1-4359-90a5-441976f733c5,NBA Jikkyou Basket - Winning Dunk,NBA実況バスケット ウイニングダンク,コナミ / Konami,SHVC-ANJJ-JPN / SNS-ANJE-USA,1995-09-29,Sports,Basketball
da3846ee-0e58-40a7-a407-bed530832acd,NBA Live '95,NBA Live '95,エレクトロニック・アーツ・ビクター / Electronic Arts Victor / Hitmen Productions,SHVC-ANBJ-JPN / SNS-ANBE-USA,1994-12-16 / 1994-01-01,Sports,Basketball
50b17ccb-b9a1-4c7c-9d88-e76e635cb10b,NBA Pro Basketball - Bulls vs. Blazers,NBAプロバスケットボール ブルズVSブレイザーズ,エレクトロニック・アーツ・ビクター / Electronic Arts Victor,SHVC-BU,1993-02-26,Sports,Basketball
95cbb5b1-d367-4088-a3ab-575f493c91a2,NBA Pro Basketball '94 - Bulls vs. Suns,NBAプロバスケットボール'94 ブルズVSサンズ,エレクトロニック・アーツ・ビクター / Electronic Arts Victor,SHVC-6N,1993-12-03,Sports,Basketball
