uid,Titre en anglais,Titre en Japonais,Editeurs,Numéro de série,Date,Main Category,Sub Category
2c87b453-e261-4c01-8a1f-e4f594a80b67,Game no Tatsujin,"ゲームの達人 麻雀, 将棋, ブレイス, 連珠",サンソフト（サン電子） / サクセス / Sunsoft (Sun Electronics) / Success,SHVC-AGEJ-JPN,1995-08-11,Table Game,Shougi
e1710f89-72c0-4643-ad31-f04fdf50bef9,Game no Tetsujin - The Shanghai,ゲームの鉄人 The上海,サンソフト（サン電子） / アクティビジョン / Sunsoft (Sun Electronics) / Activision,SHVC-A2GJ-JPN,1995-10-13,Puzzle,
0d36f3a4-4ae6-4199-a763-efb2d725cc9c,Gamera - Gyaosu Gekimetsu Sakusen,ガメラ ギャオス撃滅作戦,サミー / アクシズ アート アミューズ / Sammy / Axes Art Amuse,SHVC-AGIJ-JPN,1995-06-30,Strategy,
b3b07490-5a35-4aa0-8834-36365eea6d8c,Gan Gan Gan-Chan,ガンガンガンチャン,マジファクト / Magifact,SHVC-AGQJ-JPN,1995-10-27,Puzzle,Action
e7d9fb6e-cdf3-4362-96af-f04cb4501a04,Ganbare Goemon - Yuki Hime Kyuushutsu Emaki,がんばれゴエモン ゆき姫救出絵巻,コナミ / Konami,SHVC-GG / SNS-GG,1991-07-19,Platformer,
6999b2c5-fd97-40ca-80de-94536969493e,Ganbare Goemon 2 - Kiteretsu Shougun Magginesu,がんばれゴエモン2 奇天烈将軍マッギネス,コナミ / Konami,SHVC-KL,1993-12-22,Platformer,
a3141bdc-db45-4776-95b6-c8bfa670c589,Ganbare Goemon 3 - Shishi Juuroku Hyoue no Karakuri Manjigatame,がんばれゴエモン3 獅子重禄兵衛のからくり卍固め,コナミ / Konami,SHVC-2U,1994-12-16,Platformer,
21a2df5b-5700-43ff-96ef-7c78f47ce8b8,Ganbare Goemon 4 - Kirakira Douchuu - Boku ga Dancer ni Natta Riyuu,がんばれゴエモン きらきら道中 僕がダンサーになった理由,コナミ / Konami,SHVC-A4GJ-JPN,1995-12-22,Platformer,
bae2f52a-937d-4e04-8c57-a3b12b7e35a2,Ganbare! Daiku no Gensan,がんばれ！大工の源さん,アイレム / IREM,SHVC-EZ,1993-12-22,Platformer,Action
eb0258df-f9f4-47a5-8d79-49d2b7c227f6,Ganpuru - Strange World Gunman's Proof,ガンプル,アスキー / レナール / ASCII / Lenar,SHVC-AXAJ-JPN,1997-01-31,RPG,Action
58b4b2a4-de1b-43aa-82b9-12dd1979cb92,Ganso Pachinko Ou,元祖パチンコ王,ココナッツジャパン / Coconuts Japan,SHVC-OY,1994-12-22,Gambling,Pachinko
8cc86a5b-3bcc-4ce8-9027-893cad93064a,Ganso Pachisuro Nipponichi,元祖パチスロ日本一,ココナッツジャパン / Coconuts Japan,SHVC-O4,1994-11-25,Gambling,Pachinko
ee02af5f-bf4c-4724-a84a-58bb10eba1c8,Garou Densetsu - Shukumei no Tatakai,餓狼伝説 宿命の闘い,タカラ / タカラ アミューズメント / エス・エヌ・ケイ / Takara / Takara Amusement / SNK,SHVC-GN,1992-11-27,Fighting,Versus
ee48bb7d-7e49-442f-b1da-dd0cfc3d4413,Garou Densetsu 2 - Aratanaru Tatakai,餓狼伝説2 —新たなる闘い—,タカラ / エス・エヌ・ケイ / Takara / SNK,SHVC-DJ,1993-11-26,Fighting,Versus
f9c4af9f-0921-4a8c-b58e-e520f5507e0b,Garou Densetsu Special,餓狼伝説 Special,タカラ / エス・エヌ・ケイ / Takara / SNK,SHVC-3R / SNS-3R,1994-07-29,Fighting,Versus
05ce2994-fcb2-48f0-83f6-909d0d63ab64,GD Leen,ガデュリン,セタ / Seta,SHVC-GD,1991-05-28,RPG,
da0f9663-d9d4-4dae-bb99-8446d2dc8373,Gegege no Kitarou - Fukkatsu! Tenma Daiou,ゲゲゲの鬼太郎 復活！天魔大王,バンダイ / Bandai,SHVC-G4,1993-02-05,Platformer,
708e5913-6332-44bb-bc40-3a5e27393e71,Gegege no Kitarou: Youkai Donjara,ゲゲゲの鬼太郎 妖怪ドンジャラ,バンダイ / トムクリエイト / Bandai / Tom Create,SFT-0106-JPN,1996-07-19,Table Game,
f58b02ed-852e-43e7-9b23-74a766f5f9f9,Gekisou Sentai Car Rangers,激走戦隊カーレンジャー 全開！レーサー戦士,バンダイ / ナツメ / Bandai / Natsume,SFT-0109-JPN,1996-08-23,Puzzle,Action
69559113-114d-42a4-9e4d-d99f52e39e39,Gekitotsu Dangan Jidousya Kessen - Battle Mobile,激突弾丸自動車決戦バトルモービル,システムサコム / System Sacom,SHVC-KV,1993-06-25,Racing,Fun
4b5f3228-aeb6-4496-b401-559c3375eb0a,Gekitou Burning Pro-Wrestling,激闘 バーニング・プロレス,ビー・ピー・エス / 浮世亭 / Bullet-Proof Software / Ukiyotei,SHVC-AWNJ-JPN,1995-10-06,Sports,Wrestling
ed1ff16f-5dec-46c7-8a09-ac95d2d74a92,Genjuu Ryodan,幻獣旅団,アクセラ / クレアテック / Axela / Crea-Tech,SHVC-BGJJ-JPN,1998-06-01,Strategy,
6c4eec70-5d5c-47e7-943e-deb4f46bf46c,Genocide 2 (G2),ジェノサイド 2,ケムコ（コトブキシステム） / Kemco / BITS / Zoom,SHVC-2I,1994-08-05,Beat 'em all,
3b1ecda3-1d06-483d-87d8-f134fd665401,Getsumen no Anubis,月面のアヌビス,イマジニア / マルチメディア インテリジェンス トランスファー（ミット） / Imagineer / Multimedia Intelligence Transfer (MIT),SHVC-ALEJ-JPN,1995-12-22,Visual Novel,SF
6f752bcb-6a85-4b2b-be53-95cdb2b01e29,Ghost Chaser Densei,ゴーストチェイサー 電精,バンプレスト / ウィンキーソフト / Banpresto / winkysoft,SHVC-ET,1994-09-23,Beat 'em All,
fa29e25c-aab9-4ebd-93b7-1d4b8fa5c749,Ghost Sweeper Mikami - Joreishi ha Nice Body,ゴーストスイーパー GS美神 〜除霊師はナイスバディ〜,"バンダイ, バナレックス / Bandai, Banalex",SHVC-IR,1993-09-23,Beat 'em All,
df8d6222-1a42-431d-bc5c-ac88d8911c00,Ghoul Patrol,グールパトロール,ビクターエンタテインメント / ルーカスアーツ / Victor Entertainment / Lucas Arts,SHVC-AGJJ-JPN / SNS-AGJE-USA,1995-05-26 / 1994-01-01,Run n' Gun,
8dd6c2df-1bca-4c93-929d-4d0cf13d8699,Gindama Oyakata no Pachinko Hisshouhou,銀玉親方の実戦パチンコ必勝法,サミー / Sammy,SHVC-AJPJ-JPN,1995-02-17,Gambling,Pachinko
7fc484a4-716e-4792-80d3-512ac8828835,Ginga Eiyuu Densetsu - Gionbana,祇園花,日本物産（ニチブツ） / Nihon Bussan (Nichibutsu),SHVC-AHFJ-JPN,1994-12-16,Table Game,
b77e272b-e4cc-472a-9919-17a92e19d347,Ginga Eiyuu Densetsu - Senjutsu Simulation,銀河英雄伝説,徳間ジャパンコミュニケーションズ / 徳間書店インターメディア / Tokuma Japan Communications / Tokuma Shoten Intermedia,SHVC-GE,1992-09-25,Strategy,
76de6485-0758-442d-90a4-16e5244d3baf,Ginga Sengoku Gunyuuden Rai,銀河戦国群雄伝ライ,エンジェル / Angel,SHVC-AQPJ-JPN,1996-03-08,Strategy,
9a19c71c-bfd4-4210-a580-01d223b3e110,Go Go Ackman 2,ゴーゴー アックマン2,バンプレスト / Banpresto,SHVC-A92J-JPN,1995-07-21,Platformer,
6c964fbb-5d41-4701-8314-b140d399104f,Go Go Ackman 3,ゴーゴー アックマン3,バンプレスト / Banpresto,SHVC-AVPJ-JPN,1995-12-15,Platformer,
87ad4384-8ef4-4441-820d-f1988cca7d75,Go! Go! Ackman,ゴー!ゴー!アックマン,バンプレスト / Banpresto,SHVC-ACKJ-JPN,1994-12-23,Platformer,
e3046cc4-cce4-4ae6-b065-ca47d47d2cac,Go! Go! Dodge League,ゴー！ゴー！ ドッジリーグ,"パック・イン・ビデオ, メビオソフトウェア / Pack-in-Video, Mebio Software",SHVC-R5,1993-09-24,Sports,Dodgeball
aebee798-7c92-46fa-8c8e-c26b9c0603c1,Godzilla - Kaijuu Dai Kessen,ゴジラ 怪獣大決戦,東宝 / アルファ・システム / TOHO / Alfa System,SHVC-AG2J-JPN,1994-12-09,Fighting,Versus
a2630c21-27c2-4187-9eb2-36278150fef3,Gokinjo Bouken Tai,ごきんじょ冒険隊,パイオニアLDC / ミント / Pioneer LDC / Mint / Studio Orphee,SHVC-A3LJ-JPN,1996-05-24,RPG,
69993261-6eb5-49bd-a5cc-f0d39c824a9f,Gokujou Parodius - Kako no Eikou o Motomete,極上パロディウス 過去の栄光を求めて,コナミ / Konami,SHVC-AGPJ-JPN,1994-11-25,SHMUP,Horizontal
ce3a2cfe-d2f9-4833-8562-ed2064088fb0,GON,ゴン,バンダイ / Bandai,SHVC-AHOJ-JPN,1994-11-11,Platformer,
5def831c-15da-4c94-8ff5-4f63621df94e,Goofy to Max - Kaizoku Shima no Daibouken,グーフィーとマックス 海賊島の大冒険,カプコン / Capcom,SHVC-G6,1994-07-22,Puzzle,Réflexion
cf9ba8c4-6e37-4263-bef2-cf9502571a12,Gouketuji Ichizoku,豪血寺一族,アトラス / Atlus,SHVC-AGKJ-JPN / SNS-AGKE-USA,1994-10-14,Fighting,Versus
508e1c11-7aee-45f0-8e15-c39150d04a1e,Gourmet Sentai Bara Yarou,美食戦隊 薔薇野郎 ぐるめせんたい ばらやろう,"ヴァージンインタラクティブ エンターテインメント / /ウインズ, フューパック / Virgin Interactive Entertainment / Winds, Fupac",SHVC-AV6J-JPN,1995-09-29,Beat 'em All,
b15a043b-feb0-411e-a4c0-cd3ccbc83c9f,Gousou Jinrai Densetsu - Musya,豪槍神雷伝説 武者,データム・ポリスター / Datam Polystar,SHVC-MY,1992-04-21,Beat 'em All,
a11db896-e9d7-42ea-928e-d3a226edee1a,GP-1,GP-1,アトラス / 元気 / Atlus / Genki,SHVC-G7 / SNS-G7,1993-06-25 / 1993-01-01,Racing,Formule 1
b2717cc3-d10d-4819-91a7-3ba5614719b7,GP-1 Part II,GP-1 - Rapid Stream,アトラス / 元気 / Atlus / Genki,SHVC-AGRJ-JPN / SNS-AGRE-USA,1994-11-18,Racing,Formule 1
ee4171e7-bae7-45b0-9763-efe0c9362c72,Gradius III,グラディウスIII,コナミ / Konami,SHVC-G3 / SNS-G3,1990-12-21 / 1991-08-01,SHMUP,Horizontal
4c17a577-f4bc-444d-95f7-870ae70dc360,Granhistoria - Genshi Sekaiki,グランヒストリア 〜幻史世界記〜,バンプレスト / Banpresto,SHVC-AIRJ-JPN,1995-06-30,RPG,
3aa03f3d-4061-4bc3-9e5e-86bda02c2d9a,GT Racing,ジーティーレーシング,イマジニア / Imagineer,SHVC-AIKJ-JPN,1996-03-29,Racing,Formule 1
a5a772f3-4b24-433a-babe-ace0f846403d,Gunforce - Battle Fire Engulfed Terror Island,ガンフォース,"アイレム, タムテックス / IREM, Tamtex / BITS",SHVC-GU,1992-11-27,Platformer,
d766550f-e0f2-48ef-b663-7e4c14f4a2ca,Habu Meijin no Omoshiro Shougi,羽生名人のおもしろ将棋,トミー / サムシンググッド / Tomy / Something Good,SHVC-IL,1995-03-31,Table Game,Shougi
910300df-3874-48df-93d8-9ad256dc967d,Hagane,鋼,"ハドソン / レッド, シーエイプロダクション / Hudson / RED, CAProduction (Computer Artist Production)",SHVC-AHGJ-JPN / SNS-AHGE-USA,1994-11-18 / 1994-01-01,Beat 'em All,
78bc2b81-923e-4e8c-aeb0-c2b2866ea10c,Hai Toride,牌砦 −トリデ−,タカラ / Takara / Metoro,SHVC-ACSJ-JPN,1994-12-09,Puzzle,
8ae986cd-dc18-4952-aeb4-ad609ffd282a,Haisei Mahjong Ryouga,牌勢麻雀 凌駕,アスキー / ASCII,SHVC-AMJJ-JPN,1995-04-28,Table Game,Mahjong
c68b444f-decf-407d-8786-2e2f907de6c1,Hakunetsu Pro Yakyuu - Ganba League,白熱プロ野球 ガンバリーグ,エピック・ソニーレコード （ソニー・ミュージックエンタテインメント） / Epic Sony Records (Sony Music Entertainment),SHVC-GL-(ESPG38),1991-08-09,Sports,Baseball
8e746912-3c7d-4526-84b3-bc4a9477ddb0,Hakunetsu Pro Yakyuu '93 - Ganba League,白熱プロ野球'93 ガンバリーグ,エピック・ソニーレコード （ソニー・ミュージックエンタテインメント） / Epic Sony Records (Sony Music Entertainment),SHVC-GV-(ESPG47),1992-12-11,Sports,Baseball
5c56c38a-af0f-4bfe-80b2-17fe78664b1f,Hakunetsu Pro Yakyuu '94 - Ganba League 3,白熱プロ野球'94 ガンバリーグ3,エピック・ソニーレコード（ソニー・ミュージックエンタテインメント） / Epic Sony Records (Sony Music Entertainment),SHVC-E3-(ESPG50),1993-12-10,Sports,Baseball
4f20ee1f-b59e-4903-9da9-411921d3566f,Hamelin no Violin Hiki,ハーメルンのバイオリン弾き,エニックス / ダフト / Enix / Daft,SHVC-AVNJ-JPN,1995-09-29,Platformer,
7949ed07-b05b-476b-a493-90014b0f9bfb,Hana no Keiji: Kumo no Kanata ni,花の慶次 —雲のかなたに—,四次元 / パック・イン・ビデオ / Yojigen / Pack-in-Video,SHVC-AY4J-JPN,1994-11-18,Fighting,Versus
5ac849bb-9a91-4aa0-ba23-6c194f81cd8b,Hanafuda Ou,花札王,ココナッツジャパン / Coconuts Japan,SHVC-IJ,1994-12-16,Table Game,
927c20b8-8bca-4809-aff7-5814f81deae3,"Hanjuku Hero - Hanjuku Eiyuu Aa, Sekai yo Hanjuku Nare...!!",はんじゅくヒーロー 半熟英雄 ああ、世界よ半熟なれ…！！,スクウェア / Square,SHVC-HH,1992-12-19,Strategy,
0cae9538-05bd-421f-ae79-bcd30ec17846,Hansei Zaru Jirou-kun no Daibouken,反省ザル ジローくんの大冒険,ナツメ / Natsume,SHVC-HJ,1991-12-27,Platformer,
747776f6-e229-4d98-9fb9-5d14337dedcd,Haou Taikei Ryuu Knight - Lord of Paladin,覇王大系リューナイト ロードオブパラディン,バンダイ / 日本アートメディア / Bandai / Japan Art Media (JAM),SHVC-UR,1994-12-22,RPG,Action
225cba88-f50d-4468-b066-eb940677de5e,Harapeko Bakka,はらぺこバッカ,魔法株式会社 / Magical Company,SHVC-ABKJ-JPN,1994-10-19,Puzzle,
ae863dd8-6389-4ca3-bd82-b665f4991cd5,Harukanaru Augusta,遥かなるオーガスタ,ティーアンドイーソフト / T&E Soft,SHVC-GA,1991-04-05,Sports,Golf
d3aa9425-951e-4737-98d4-7fe093aa7426,Harukanaru Augusta 2 - Masters,マスターズ 遥かなるオーガスタ2 MASTERS,ティーアンドイーソフト / T&E Soft,SHVC-O2,1993-09-22,Sports,Golf
94c3058d-21e0-4e38-b9b5-1b6d53c14833,Harukanaru Augusta 3 - Masters New,マスターズ ニュー 遥かなるオーガスタ3 MASTERS New,ティーアンドイーソフト / T&E Soft,SHVC-AO3J-JPN,1995-12-08,Sports,Golf
ce083b50-9564-48cf-977e-8b1a96bbc982,Hashire Hebereke,はしれへべれけ,サンソフト（サン電子） / Sunsoft (Sun Electronics),SHVC-AHHJ-JPN,1994-12-22,Puzzle,Puzzle
38e7d95c-4bcb-4762-b718-8fee5eadc00c,Hat Trick Hero,ハットトリックヒーロー,タイトー / Taito,SHVC-HT,1992-03-27,Sports,Soccer
f524e094-3c4e-4fd6-8209-5b1ec1f4deb2,Hat Trick Hero 2,ハットトリックヒーロー2,タイトー / Taito,SHVC-2Y,1994-07-29,Sports,Soccer
8ea0cb30-f245-4067-95ed-4cea025ff7f5,Hatayama Hachi no Pro Yakyuu News Jitsmeiban,はた山ハッチのパロ野球ニュース！実名版,エポック社 / アジェンダ / Epoch / Agenda,SHVC-EB,1993-10-29,Sports,Baseball
e1846117-3818-42e6-b43d-a88cf7371382,Hayashi Kaihou Kudan no Igo Oodou,林海峯九段の囲碁大道,アスク講談社 / Ask Kodansha,SHVC-AIDJ-JPN,1996-03-22,Table Game,Igo
699a1a8f-f2ab-4d99-a9d9-817370a59043,Hayazashi Nidan: Morita Shougi,早指し 二段 森田将棋,セタ / ランダムハウス / Seta / Random House,SHVC-2M,1993-06-18,Table Game,Shougi
c3a276b2-30c1-41c9-b127-0e93f9067a0e,Hayazashi Nidan: Morita Shougi 2,早指し 二段 森田将棋2,セタ / ランダムハウス / Seta / Random House,SHVC-A2MJ-JPN,1995-05-26,Table Game,Shougi
c42ea50d-f0e5-40d2-b457-7fa6abffb1a1,Hebereke no Oishii Puzzle ha Irimasenka,へべれけのおいしいパズルはいりませんか,サンソフト（サン電子） / Sunsoft (Sun Electronics),SHVC-O3,1994-08-31,Puzzle,Puzzle
4072f638-dbf5-4023-a34a-2818143031f6,Hebereke no Popoon,へべれけのぽぷーん,サンソフト（サン電子） / Sunsoft (Sun Electronics),SHVC-HU,1993-12-22,Puzzle,Matching
c00edb92-569e-4b9d-8b5d-5336b9016f9c,Heian Fuuunden,平安風雲伝,"日本ソフトシステム, ケイエスエス / Nihon Soft System, KSS",SHVC-AKHJ-JPN,1995-09-29,RPG,
e558b47c-3d85-4409-8adf-d4fe803a1433,Heisei Gunjin Shougi,平成軍人将棋,カロッツェリアジャパン / Carrozzeria Japan,SHVC-AG7J-JPN,1996-01-26,Table Game,Shougi
4c003637-385a-43f6-92b0-cfc0b99264e7,Heisei Inu Monogatari Bow - Pop'n Smash!!,平成イヌ物語バウ ポップンスマッシュ！！,タカラ / Takara,SHVC-QQ,1994-04-28,Sports,
1aa40800-101c-492a-b1db-2d9295da9045,Heisei Shin Oni Ga Shima Kouhen,平成 新 鬼ヶ島 後編,任天堂 / パックスソフトニカ / Nintendo / Pax Softonica,SHVC-AO5J-JPN,1997-12-01,Visual Novel,
0126a5d4-c4a6-4e45-a6a4-4f3765e506c1,Heisei Shin Oni Ga Shima Zenpen,平成新 鬼ヶ島前編,任天堂 / パックスソフトニカ / Nintendo / Pax Softonica,SHVC-AO4J-JPN,1997-12-01,Visual Novel,
ca38ddd5-2860-48df-a7c5-7ada52c7d374,Heiwa Pachinko World,平和 パチンコワールド,ショウエイシステム / Shouei System,SHVC-AHWJ-JPN,1995-02-24,Gambling,Pachinko
5a262429-356b-42f9-abbc-d265873cd962,Heiwa Pachinko World 2,平和 パチンコワールド2,ショウエイシステム / Shouei System,SHVC-AWTJ-JPN,1995-09-29,Gambling,Pachinko
d28324ae-8675-4514-9f75-cdb217e5ed36,Heiwa Pachinko World 3,平和 パチンコワールド3,ショウエイシステム / Shouei System,SHVC-A3WJ-JPN,1996-04-26,Gambling,Pachinko
034b4961-836a-43c2-8a41-92ce088bac78,Heiwa Parlor! Mini 8 - Pachinko Jikki Simulation Game,平和 パーラー！ミニ8 パチンコ実機シミュレーションゲーム,日本テレネット / Telenet Japan,SHVC-AQUJ-JPN,1998-01-30,Gambling,Pachinko
9becc432-09e8-43d1-9337-02254acb436e,Hello! Pac-Man,ハロー！パックマン,ナムコ / Namcot,SHVC-PN,1994-08-26,Platformer,
3641cc84-a4a3-4e9c-b98a-409ec1fa99b4,Herakles no Eikou III - Kamigami no Chinmoku,ヘラクレスの栄光III 神々の沈黙,データイースト / Data East,SHVC-HE,1992-04-24,RPG,
136927a0-0cee-4577-9c97-221b2260a92d,Herakles no Eikou IV - Kamigami Kara no Okurimono,ヘラクレスの栄光IV 神々からの贈り物,データイースト / Data East,SHVC-4E,1994-10-21,RPG,
c4849185-0356-43b1-9723-9a3e3ca7f2df,Hero Senki - Project Olympus,ヒーロー戦記 プロジェクト オリュンポス,バンプレスト / ウィンキーソフト / Banpresto / Winkysoft,SHVC-HS,1992-11-20,RPG,
343d5d27-2392-48ba-836d-6adc6461ef66,Hi no Ouji Yamato Takeru,火の皇子 ヤマトタケル,東宝 / マルチメディア インテリジェンス トランスファー（ミット） / Toho / Multimedia Intelligence Transfer (MIT),SHVC-AYTJ-JPN,1995-09-29,RPG,
23557467-ecb0-4416-83f2-1bb03d24c186,Higashio Osamu Kanshuu - Super Pro Yakyuu Stadium,東尾 修 監修 スーパープロ野球スタジアム,徳間ジャパンコミュニケーションズ / 徳間書店インターメディア / Tokuma Japan Communications / Tokuma Shoten Intermedia,SHVC-PK,1993-09-30,Sports,Baseball
e33a80cb-b0e7-4fe9-b555-8eb24c9265fc,Hiouden - Mamono-tachi Tono Chikai,緋王伝 魔物達との誓い,ウルフチーム（日本テレネット） / Wolfteam (Telenet Japan),SHVC-HR,1994-02-11,Strategy,
c1b0bb36-2b3e-426b-8715-423eab269b7d,Hiryu no Ken S - Hyper Version,ハイパーバージョン 飛龍の拳S,カルチャーブレーン / Culture Brain,SHVC-HP,1992-12-11,Beat 'em All,
d4a33d78-03d0-43a1-a786-342b431c717c,Hiryu no Ken S - Golden Fighter,ゴールデンファイター飛龍の拳S,カルチャーブレーン / Culture Brain,SHVC-HK,1992-07-31,Beat 'em All,
f521116d-856c-43a6-8f5f-6090042e40a7,Hissatsu Pachinko Collection,必殺パチンココレクション,サンソフト（サン電子） / Sunsoft (Sun Electronics),SHVC-AHPJ-JPN,1994-10-21,Gambling,Pachinko
e1f1cc91-ef52-42be-82ea-a13899eeb540,Hissatsu Pachinko Collection 2,必殺パチンココレクション2,サンソフト（サン電子） / Sunsoft (Sun Electronics),SHVC-A2HJ-JPN,1995-03-24,Gambling,Pachinko
417967e9-1f48-4dfb-b9d0-0e1fa1bd8c97,Hissatsu Pachinko Collection 3,必殺パチンココレクション3,サンソフト（サン電子） / Sunsoft (Sun Electronics),SHVC-A3HJ-JPN,1995-11-02,Gambling,Pachinko
e8204135-f6a6-41e0-8f28-1f2674e9a67a,Hissatsu Pachinko Collection 4,必殺パチンココレクション4,サンソフト（サン電子） / Sunsoft (Sun Electronics),SHVC-AH4J-JPN,1996-08-30,Gambling,Pachinko
bede2a51-b35f-4807-9613-4776f63bc557,Hisshou 777 Fighter - Pachi-Slot Ryuuguu Densetsu,必勝スリーセブンファイター パチスロ竜宮伝説,"バップ, パチンコ○秘情報編集部 / VAP (NTV)",SHVC-IH,1994-01-14,Gambling,Pachinko
a00684dc-547d-45b1-9fc4-eb19ed9f315e,Hisshou 777 Fighter 2 - Pachi-Slot Maruhi Jouhou,必勝スリーセブンファイター2 パチスロ○秘情報,"バップ, パチンコ○秘情報編集部 / VAP (NTV)",SHVC-72,1994-08-19,Gambling,Pachinko
ceae22b6-e0dd-4e13-85a5-94d35855216c,Hisshou 777 Fighter 3 - Kokuryuu Ou no Fukkatsu,必勝777 FIGHTER III 黒竜王の復活 スリーセブンファイター,"バップ, パチンコ○秘情報編集部 / VAP (NTV)",SHVC-A73J-JPN,1995-09-15,Gambling,Pachinko
3b30bcfd-dc31-4683-a11d-97d256464e87,Hisshou Pachi-Slot Fun,必勝パチスロファン,プランニングオフィスワダ（パウ） / Planning Office WADA (POW),SHVC-APNJ-JPN,1994-12-16,Gambling,Pachinko
2b7ba80e-1d64-4c94-8e54-cb1ce574ee8b,Hokuto no Ken 5 - Tenma Ryuuseiden Ai Zetsu Shou,北斗の拳5 天魔流星伝 哀・絶章,東映動画 / ショウエイシステム / Toei Animation / Shouei System,SHVC-K5,1992-07-10,RPG,
74c3e9b4-1a01-4c48-a180-bda7da514ab0,Hokuto no Ken 6 - Gekitou Denshou Ken Haou heno Michi,北斗の拳6 激闘伝承拳 覇王への道,東映動画 / ショウエイシステム / Toei Animation / Shouei System,SHVC-K6,1992-11-20,Fighting,Versus
e3d872d0-8fd3-41ec-8f5b-cbc1878164d6,Hokuto no Ken 7 - Seiken Retsuden - Den Shou Sha he no Michi,北斗の拳7 聖拳列伝 伝承者への道,東映動画 / ショウエイシステム / Toei Animation / Shouei System,SHVC-K7,1993-12-24,Fighting,Versus
dc9512cd-ce15-4c65-9d44-dafe2cb4ccec,Holy Striker,ホーリーストライカー,ヘクト / アクシズ アート アミューズ / hector / Axes Art Amuse,SHVC-AI,1993-12-17,Puzzle,
c6e904c6-91ab-4685-9900-1594ff38d101,Holy Umbrella - Dondera no Mubo!!,ホーリーアンブレラ ドンデラの無謀！！,ナグザット / Naxat Soft,SHVC-ADQJ-JPN,1995-09-29,RPG,Action
d6595c08-c479-407b-8cc0-c7d59ab2405a,Home Alone,ホーム・アローン,アルトロン / Altron / Imagineering,SHVC-HA / SNS-HA,1992-08-11 / 1991-12-01,Platformer,
d969ebca-19cb-41fc-93af-efdef001c1a8,Honkaku Mahjong - Tetsuman,本格麻雀 徹萬,ナグザット / Naxat Soft,SHVC-OM,1993-09-24,Table Game,Mahjong
cc0528ae-023a-4a27-8b87-5e2ede409aff,Honkaku Mahjong - Tetsuman II,本格麻雀 徹萬II,ナグザット/ギャップス / Naxat Soft / GAPS,SHVC-AOXJ-JPN,1994-10-21,Table Game,Mahjong
72b84bc4-2347-4f04-b286-b598d4654a14,Honkaku Shougi - Fuuunji Ryuuou,本格将棋 風雲児 龍王,ヴァージンゲーム / Virgin Games,SHVC-AV3J-JPN,1994-12-22,Table Game,Shougi
0d2316fe-ddaf-406c-aa37-750418068fac,Honkakuha Igo: Gosei,本格派囲碁 碁聖,タイトー / Taito,SHVC-AKWJ-JPN,1994-10-28,Table Game,Igo
04bc7c75-1eb5-4f88-be42-48b965379013,Honke Hanafuda,本家花札,イマジニア / Imagineer,SHVC-87,1994-09-22,Table Game,Shougi
935e9844-987a-4877-ad6b-45f05aeff1a6,Honke Sankyo Fever - Jikki Simulation,本家SANKYO FEVER 実機シミュレーション,デンズ（アイ・ティー・シー） / 三共 / ティー・イー・エヌ / DEN'Z(ITC) / Sankyo / T・E・N,SHVC-AFPJ-JPN,1995-06-10,Gambling,Pachinko
5b90a5a0-4408-4b54-8636-45a8d3785bcc,Honke Sankyo Fever - Jikki Simulation 2,本家Sankyo FEVER 2 実機シミュレーション,ボスコミュニケーションズ / 三共 / ティー・イー・エヌ / Boss Communications / Sankyo / T・E・N / Japan Vistec,SHVC-A33J-JPN,1995-12-15,Gambling,Pachinko
3ff4794d-8b10-4c28-8497-fb1ebdd8e9df,Honke Sankyo Fever 3 - Jikki Simulation,本家Sankyo FEVER 3 実機シミュレーション,"ボスコミュニケーションズ / 三共, ティー・イー・エヌ / Boss Communications / Sankyo, T・E・N",SHVC-A37J-JPN,1996-08-31,Gambling,Pachinko
f644436b-3a2e-4b6e-8c19-d9018fcd7753,Honoo no Doukyuuji - Dodge Danpei,炎の闘球児 ドッジ弾平,サンソフト（サン電子） / Sunsoft (Sun Electronics),SHVC-DD,1992-07-31,Sports,Dodgeball
bd27a1a9-01f6-42c5-bacf-f725bef3e43c,Hook,フック,エピック・ソニーレコード （ソニー・ミュージックエンタテインメント） / 浮世亭 / Epic Sony Records (Sony Music Entertainment) / Ukiyotei,SHVC-HO-(ESPG46) / SNS-HO,1992-07-17 / 1992-01-01,Platformer,
cce7f595-c27d-4452-8eb9-59824aa829c3,Hoshi no Kirby 3,星のカービィ3,任天堂 / ハル研究所 / Nintendo / HAL Laboratory,SHVC-AFJJ-JPN / SNS-AFJE-USA,1998-03-26 / 1998-03-27,Platformer,
bc302e89-15a6-40e4-b7a5-08cb170f9a06,Hoshi no Kirby Super Deluxe,星のカービィ スーパーデラックス,任天堂 / ハル研究所 / Nintendo / HAL Laboratory,SHVC-AKFJ-JPN / SNS-AKFE-USA,1996-03-21 / 1996-09-20,Platformer,
9ee21523-3c7c-49a7-92fb-4a095c55a8d2,Houkago in Beppin Jogakuin,放課後 in Beppin 女学院,イマジニア / Imagineer,SHVC-ABEJ-JPN,1995-02-03,Strategy,
74743f26-ab3e-402c-8958-f7067dcc1e8a,Hourai Gakuen no Bouken! - Tenkousei Scramble,蓬莱学園の冒険！転校生スクランブル,J・ウイング / ダイナマイト / J-WING / Dynamite,SHVC-AJHJ-JPN,1996-04-19,RPG,
